Age,Gender,Education Level,Occupation,Income,Debt-to-Income Ratio,Net Worth,Investment Amount,Financial Knowledge,Risk Tolerance,Investment Horizon,Market Condition,Interest Rate (%),Inflation Rate (%),Stocks (%),Bonds (%),Gold (%),Real Estate (%)
49,Female,Postgraduate,Senior Professional,120389,0.29,2287391,13865.59,3,10,Medium,Neutral,8.1,7.03,72.0,11.0,17.0,0.0
74,Male,Postgraduate,Retired,19222,0.26,345996,7980.5,4,10,Short,Neutral,6.17,3.83,68.0,13.0,17.0,2.0
39,Female,Doctorate,Mid-career,88175,0.27,352700,43600.61,4,8,Short,Bearish,4.4,4.34,71.0,11.0,11.0,7.0
43,Male,Doctorate,Business Owner,254381,0.22,2289429,122437.37,8,5,Short,Bullish,5.62,5.21,37.0,26.0,12.0,25.0
50,Male,Postgraduate,Executive,929062,0.27,17652178,180845.04,9,4,Medium,Neutral,8.08,2.12,20.0,53.0,19.0,8.0
51,Male,Graduate,Senior Professional,109260,0.17,1857420,27507.97,6,4,Medium,Neutral,7.32,2.28,13.0,49.0,10.0,28.0
49,Male,Postgraduate,Senior Professional,157753,0.28,2681801,19400.09,8,10,Long,Bearish,4.0,5.54,61.0,15.0,20.0,4.0
28,Female,Postgraduate,Freelancer,83023,0.24,1494414,29600.01,5,8,Short,Neutral,8.05,7.09,57.0,10.0,14.0,19.0
44,Female,Doctorate,Business Owner,215333,0.24,3014662,70437.25,7,4,Medium,Bearish,6.88,2.75,16.0,45.0,16.0,23.0
35,Male,Doctorate,Mid-career,129548,0.07,1554576,38465.4,3,8,Medium,Neutral,6.75,4.5,55.0,10.0,13.0,22.0
32,Female,Postgraduate,Business Owner,332636,0.11,5987448,163898.91,7,3,Long,Neutral,5.91,4.7,18.0,53.0,19.0,10.0
58,Female,Postgraduate,Senior Professional,108351,0.09,650106,42038.03,3,7,Short,Neutral,7.84,7.55,38.0,39.0,13.0,10.0
27,Male,Postgraduate,Entry-level,36546,0.43,548190,11069.46,5,7,Medium,Neutral,6.81,4.91,44.0,27.0,13.0,16.0
64,Male,Postgraduate,Retired,41241,0.46,536133,16504.36,2,9,Long,Neutral,4.69,4.66,57.0,8.0,18.0,17.0
60,Male,Postgraduate,Executive,664043,0.23,7304473,261356.59,8,3,Short,Neutral,7.52,2.55,10.0,59.0,18.0,13.0
25,Female,Postgraduate,Entry-level,24423,0.37,195384,9252.37,1,9,Long,Neutral,4.72,6.61,75.0,5.0,14.0,6.0
44,Female,Doctorate,Mid-career,114709,0.07,1147090,53105.52,8,10,Medium,Bullish,4.85,6.53,79.0,5.0,17.0,-1.0
64,Male,Postgraduate,Retired,13307,0.36,266140,2664.53,4,3,Medium,Bearish,7.56,6.84,22.0,63.0,19.0,-4.0
20,Female,Undergraduate,Student,740,0.3,11100,305.48,5,3,Long,Bearish,5.63,2.23,13.0,52.0,10.0,25.0
54,Male,Postgraduate,Executive,646704,0.3,9700560,120585.34,6,9,Medium,Bearish,5.09,4.6,48.0,10.0,12.0,30.0
32,Male,Graduate,Business Owner,351053,0.3,4563689,54164.82,10,10,Medium,Bullish,7.75,3.34,65.0,2.0,14.0,19.0
37,Male,Graduate,Business Owner,352095,0.28,6337710,121770.73,9,7,Long,Bullish,6.41,2.32,45.0,22.0,14.0,19.0
73,Male,Graduate,Retired,21125,0.49,21125,2117.85,5,8,Medium,Neutral,4.9,3.83,78.0,11.0,19.0,-8.0
35,Male,Postgraduate,Business Owner,115719,0.07,2198661,43326.25,6,3,Medium,Bullish,8.08,5.3,16.0,46.0,13.0,25.0
46,Female,Graduate,Senior Professional,181513,0.25,363026,32284.38,3,3,Short,Bullish,4.22,5.05,28.0,44.0,19.0,9.0
21,Female,Graduate,Student,1843,0.34,18430,635.73,6,10,Medium,Bullish,6.58,5.66,72.0,10.0,11.0,7.0
18,Female,Graduate,Student,3677,0.34,66186,1276.49,3,4,Short,Bullish,7.19,5.51,19.0,35.0,13.0,33.0
41,Female,Postgraduate,Mid-career,79128,0.29,791280,21457.91,7,8,Short,Bullish,7.02,5.24,64.0,4.0,18.0,14.0
36,Female,Doctorate,Business Owner,233641,0.11,1869128,27283.11,8,7,Long,Bullish,6.2,6.54,48.0,32.0,18.0,2.0
35,Female,Graduate,Business Owner,244836,0.13,2693196,76166.64,5,3,Long,Neutral,8.65,4.39,23.0,51.0,18.0,8.0
26,Male,Postgraduate,Entry-level,35936,0.32,179680,15526.92,5,6,Medium,Bullish,7.22,3.64,47.0,28.0,17.0,8.0
23,Female,Postgraduate,Entry-level,22152,0.29,265824,4677.66,2,9,Long,Neutral,7.46,7.35,78.0,6.0,19.0,-3.0
18,Male,Graduate,Student,7792,0.45,93504,788.04,4,3,Short,Bullish,4.38,5.01,25.0,35.0,13.0,27.0
29,Female,Postgraduate,Freelancer,62267,0.1,498136,9724.14,10,5,Long,Neutral,8.09,6.24,44.0,22.0,10.0,24.0
22,Male,Graduate,Student,3893,0.19,15572,1138.85,2,9,Medium,Bullish,7.15,5.68,79.0,9.0,18.0,-6.0
52,Female,Graduate,Executive,955904,0.2,15294464,209555.75,6,7,Medium,Bullish,4.05,5.24,43.0,35.0,12.0,10.0
43,Female,Postgraduate,Business Owner,478276,0.21,4782760,158180.83,4,2,Short,Bullish,6.35,2.1,18.0,38.0,12.0,32.0
26,Male,Postgraduate,Entry-level,28951,0.4,231608,10101.32,5,1,Long,Neutral,8.26,2.18,14.0,56.0,19.0,11.0
49,Male,Graduate,Senior Professional,164748,0.28,2141724,78844.92,5,8,Medium,Bullish,4.94,4.1,73.0,10.0,15.0,2.0
51,Male,Postgraduate,Executive,763667,0.3,9927671,325700.16,6,10,Short,Bearish,4.13,7.24,58.0,14.0,17.0,11.0
73,Male,Postgraduate,Retired,45950,0.02,781150,7492.08,4,9,Short,Neutral,7.3,7.36,75.0,5.0,17.0,3.0
51,Female,Postgraduate,Senior Professional,203531,0.26,2238841,70485.98,5,3,Medium,Neutral,4.08,2.69,22.0,55.0,17.0,6.0
30,Female,Postgraduate,Freelancer,61660,0.12,554940,21711.07,5,5,Short,Bullish,5.27,7.46,47.0,18.0,20.0,15.0
23,Female,Graduate,Entry-level,27825,0.21,306075,10342.48,3,6,Short,Neutral,8.22,5.2,40.0,37.0,16.0,7.0
59,Male,Graduate,Executive,405204,0.29,6888468,180980.09,6,2,Short,Bullish,8.37,3.35,25.0,50.0,11.0,14.0
54,Male,Postgraduate,Executive,496811,0.28,3477677,57582.29,10,9,Long,Neutral,6.2,3.56,66.0,12.0,15.0,7.0
33,Male,Postgraduate,Business Owner,121492,0.01,121492,34411.63,7,4,Long,Bullish,7.8,7.76,28.0,41.0,13.0,18.0
49,Male,Postgraduate,Senior Professional,174632,0.0,2095584,69785.71,10,6,Short,Neutral,7.32,7.19,35.0,31.0,19.0,15.0
40,Male,Doctorate,Mid-career,132009,0.2,924063,40316.61,7,3,Medium,Neutral,4.7,7.04,23.0,59.0,20.0,-2.0
25,Male,Graduate,Entry-level,41805,0.25,209025,17020.51,1,3,Medium,Bullish,5.2,3.77,33.0,42.0,18.0,7.0
27,Male,Postgraduate,Entry-level,35892,0.16,717840,17736.72,6,7,Medium,Bullish,4.01,4.04,53.0,29.0,13.0,5.0
75,Female,Graduate,Retired,40337,0.16,645392,17058.25,2,5,Short,Bullish,6.9,4.81,46.0,35.0,17.0,2.0
57,Female,Postgraduate,Executive,267479,0.14,2942269,87055.09,10,8,Medium,Neutral,7.24,7.73,70.0,7.0,11.0,12.0
36,Female,Postgraduate,Business Owner,180772,0.05,723088,70040.87,9,9,Medium,Bearish,4.32,5.66,70.0,20.0,13.0,-3.0
39,Male,Postgraduate,Mid-career,65228,0.02,456596,19508.5,7,8,Long,Bullish,8.3,7.51,71.0,4.0,14.0,11.0
28,Male,Graduate,Entry-level,40298,0.45,80596,12740.69,3,7,Medium,Neutral,5.66,7.43,48.0,26.0,17.0,9.0
40,Female,Postgraduate,Mid-career,98745,0.26,197490,31663.25,4,2,Long,Bearish,4.85,4.29,6.0,54.0,13.0,27.0
42,Male,Graduate,Mid-career,119868,0.27,119868,43103.47,7,6,Short,Neutral,8.25,2.8,48.0,22.0,18.0,12.0
71,Male,Graduate,Retired,41837,0.32,669392,8146.68,2,10,Long,Bearish,4.85,2.43,61.0,12.0,19.0,8.0
40,Male,Doctorate,Mid-career,109959,0.26,549795,50654.2,4,1,Short,Neutral,7.66,4.48,22.0,57.0,14.0,7.0
30,Female,Graduate,Freelancer,32654,0.41,522464,7254.3,6,5,Long,Bearish,4.63,3.63,27.0,41.0,15.0,17.0
41,Female,Graduate,Mid-career,122872,0.11,1720208,40782.87,5,8,Long,Bullish,4.59,3.53,72.0,3.0,15.0,10.0
54,Male,Graduate,Executive,656636,0.16,11162812,139359.77,8,1,Medium,Bullish,8.16,5.11,29.0,54.0,16.0,1.0
66,Female,Postgraduate,Retired,41192,0.32,823840,10226.96,6,1,Short,Neutral,7.19,5.24,27.0,46.0,19.0,8.0
46,Male,Graduate,Executive,961504,0.05,10576544,462597.58,7,3,Medium,Bullish,7.58,6.76,28.0,45.0,20.0,7.0
37,Male,Graduate,Mid-career,84123,0.26,588861,17451.95,8,6,Medium,Bearish,6.55,3.13,40.0,34.0,19.0,7.0
26,Female,Postgraduate,Freelancer,58992,0.1,1179840,19999.9,9,4,Long,Neutral,7.68,3.16,25.0,45.0,14.0,16.0
57,Male,Postgraduate,Executive,640033,0.21,12160627,281004.74,7,10,Short,Bullish,5.61,4.65,61.0,2.0,17.0,20.0
30,Male,Graduate,Entry-level,35865,0.04,179325,4950.34,6,5,Short,Bullish,5.92,3.03,41.0,27.0,15.0,17.0
28,Male,Graduate,Freelancer,76553,0.29,382765,31346.41,3,7,Long,Bullish,5.54,2.05,42.0,19.0,11.0,28.0
36,Female,Graduate,Business Owner,157917,0.15,2052921,26440.32,3,9,Medium,Bullish,8.97,4.12,82.0,8.0,20.0,-10.0
48,Male,Graduate,Executive,881513,0.29,8815130,142091.42,4,1,Medium,Bullish,7.03,7.36,21.0,54.0,13.0,12.0
45,Male,Graduate,Business Owner,225224,0.03,225224,84495.24,3,6,Long,Bullish,6.4,7.76,43.0,25.0,14.0,18.0
68,Male,Graduate,Retired,47273,0.44,47273,11928.65,2,2,Medium,Neutral,8.33,4.75,17.0,55.0,10.0,18.0
47,Male,Postgraduate,Executive,248836,0.22,3234868,45515.22,8,7,Long,Neutral,5.18,7.38,37.0,22.0,10.0,31.0
49,Male,Graduate,Senior Professional,99110,0.27,1090210,23937.44,3,9,Short,Neutral,8.78,7.1,56.0,13.0,18.0,13.0
52,Male,Graduate,Executive,721586,0.22,4329516,302665.17,9,2,Long,Neutral,4.26,7.52,11.0,54.0,11.0,24.0
26,Male,Graduate,Entry-level,32503,0.36,130012,15543.68,6,6,Long,Bullish,8.67,2.3,45.0,19.0,18.0,18.0
35,Female,Postgraduate,Business Owner,134472,0.11,941304,36528.61,4,2,Medium,Neutral,4.83,4.17,18.0,57.0,17.0,8.0
43,Male,Postgraduate,Business Owner,458500,0.2,6877500,80554.32,8,1,Short,Neutral,4.38,5.13,25.0,44.0,12.0,19.0
28,Male,Graduate,Entry-level,37100,0.13,742000,18073.88,3,3,Medium,Bullish,6.85,6.75,31.0,40.0,10.0,19.0
27,Male,Graduate,Entry-level,47808,0.2,239040,7919.79,6,8,Medium,Neutral,8.05,3.89,73.0,11.0,18.0,-2.0
49,Male,Graduate,Senior Professional,90694,0.26,1269716,10561.88,10,9,Medium,Neutral,6.98,7.19,70.0,9.0,13.0,8.0
29,Female,Postgraduate,Freelancer,97454,0.27,389816,41463.04,10,6,Long,Neutral,5.56,6.25,32.0,25.0,11.0,32.0
35,Male,Graduate,Business Owner,128344,0.06,641720,51751.11,7,9,Short,Neutral,4.1,5.22,78.0,12.0,16.0,-6.0
30,Male,Graduate,Freelancer,92752,0.06,1669536,24035.8,8,5,Medium,Neutral,7.29,3.38,38.0,20.0,20.0,22.0
31,Female,Graduate,Business Owner,412583,0.02,7426494,52249.36,5,4,Long,Bullish,5.15,5.15,15.0,39.0,19.0,27.0
18,Female,Undergraduate,Student,9812,0.49,39248,1053.73,4,10,Medium,Bearish,6.22,4.97,69.0,14.0,11.0,6.0
30,Male,Graduate,Freelancer,57571,0.09,1036278,19465.5,10,7,Medium,Bullish,7.35,6.28,36.0,21.0,17.0,26.0
23,Male,Postgraduate,Entry-level,44072,0.31,132216,17574.86,2,4,Long,Bullish,4.38,5.67,35.0,39.0,18.0,8.0
60,Female,Graduate,Senior Professional,161367,0.09,322734,64742.08,10,4,Long,Bullish,7.48,7.44,21.0,38.0,19.0,22.0
22,Male,Undergraduate,Student,8652,0.42,147084,3733.73,2,4,Long,Bullish,6.24,3.97,22.0,50.0,10.0,18.0
55,Male,Postgraduate,Executive,366897,0.06,7337940,162855.24,8,4,Short,Neutral,6.91,3.55,15.0,43.0,18.0,24.0
34,Female,Postgraduate,Business Owner,257578,0.03,3606092,29562.28,6,3,Long,Bullish,5.85,4.82,32.0,45.0,15.0,8.0
22,Female,Undergraduate,Student,1280,0.19,24320,401.71,3,3,Medium,Neutral,8.67,4.02,15.0,60.0,18.0,7.0
51,Female,Graduate,Executive,731191,0.17,12430247,170091.89,9,9,Short,Neutral,4.59,4.92,54.0,11.0,10.0,25.0
28,Male,Graduate,Freelancer,36185,0.5,506590,14122.57,5,2,Medium,Neutral,6.29,6.24,10.0,52.0,12.0,26.0
45,Male,Graduate,Business Owner,439398,0.18,7469766,158017.05,10,3,Short,Bullish,4.69,7.84,25.0,55.0,14.0,6.0
50,Male,Postgraduate,Senior Professional,201004,0.2,3618072,56860.63,8,6,Medium,Bullish,4.78,7.17,53.0,22.0,17.0,8.0
24,Male,Postgraduate,Freelancer,66085,0.18,1123445,31937.14,7,4,Medium,Bearish,6.37,3.89,10.0,55.0,14.0,21.0
23,Male,Graduate,Entry-level,21478,0.16,236258,9181.51,2,3,Medium,Bullish,8.75,2.59,17.0,35.0,16.0,32.0
36,Male,Graduate,Mid-career,122743,0.14,490972,30802.15,6,7,Medium,Bearish,8.76,7.79,27.0,30.0,20.0,23.0
32,Male,Doctorate,Business Owner,319401,0.27,4791015,150062.75,10,3,Long,Neutral,6.28,2.01,30.0,48.0,16.0,6.0
28,Male,Postgraduate,Freelancer,46960,0.23,939200,10173.86,6,9,Medium,Neutral,4.02,5.08,53.0,11.0,12.0,24.0
61,Female,Postgraduate,Retired,46928,0.1,140784,4966.72,1,2,Medium,Bearish,7.62,5.4,17.0,47.0,19.0,17.0
52,Male,Graduate,Senior Professional,183499,0.19,2201988,54163.93,9,3,Long,Bearish,5.93,2.76,13.0,58.0,15.0,14.0
36,Female,Postgraduate,Mid-career,70007,0.3,280028,34643.93,3,1,Medium,Neutral,7.09,7.37,13.0,46.0,15.0,26.0
60,Male,Postgraduate,Senior Professional,214891,0.15,859564,102206.49,9,4,Short,Bearish,4.67,5.17,9.0,55.0,15.0,21.0
18,Male,Undergraduate,Student,3126,0.38,53142,1456.6,3,1,Long,Neutral,4.43,2.88,17.0,50.0,12.0,21.0
22,Male,Graduate,Student,8021,0.14,32084,3976.54,6,7,Medium,Bearish,7.36,5.39,37.0,39.0,17.0,7.0
32,Male,Graduate,Business Owner,107635,0.3,215270,17627.67,4,3,Medium,Bullish,4.88,5.41,15.0,43.0,18.0,24.0
23,Female,Graduate,Entry-level,28146,0.44,450336,6183.13,1,9,Short,Neutral,8.96,6.41,64.0,14.0,20.0,2.0
29,Female,Graduate,Freelancer,98250,0.04,1670250,21177.87,8,3,Medium,Bullish,4.05,5.7,28.0,37.0,14.0,21.0
42,Female,Graduate,Mid-career,137099,0.09,274198,64051.98,4,3,Medium,Bullish,4.14,6.38,19.0,41.0,19.0,21.0
30,Female,Postgraduate,Freelancer,69807,0.16,349035,23776.15,6,2,Medium,Bearish,5.44,5.33,23.0,57.0,15.0,5.0
74,Female,Graduate,Retired,41946,0.09,713082,19231.06,2,1,Short,Bullish,8.13,5.25,25.0,53.0,15.0,7.0
18,Male,Undergraduate,Student,6539,0.42,124241,3228.69,5,4,Medium,Bullish,6.31,5.21,26.0,55.0,18.0,1.0
44,Male,Graduate,Business Owner,242688,0.24,485376,29764.08,3,8,Long,Neutral,5.7,5.01,58.0,9.0,11.0,22.0
32,Male,Doctorate,Business Owner,486236,0.02,3403652,212280.27,5,1,Long,Bullish,5.02,7.27,28.0,44.0,12.0,16.0
41,Male,Doctorate,Mid-career,79881,0.01,1517739,33423.48,3,3,Short,Bullish,6.96,5.8,35.0,37.0,17.0,11.0
36,Male,Postgraduate,Mid-career,144476,0.27,1300284,70778.96,7,10,Short,Bearish,7.93,4.46,46.0,16.0,11.0,27.0
30,Female,Graduate,Entry-level,30117,0.26,361404,3394.86,3,9,Long,Bullish,5.28,5.48,80.0,2.0,10.0,8.0
57,Female,Postgraduate,Senior Professional,244859,0.26,3183167,110366.61,3,9,Short,Bearish,7.19,3.01,67.0,20.0,18.0,-5.0
72,Male,Graduate,Retired,42188,0.16,126564,19863.42,1,2,Long,Bullish,7.23,7.54,24.0,48.0,16.0,12.0
55,Female,Graduate,Senior Professional,239137,0.01,3108781,74988.56,7,10,Medium,Bullish,7.47,5.06,83.0,8.0,14.0,-5.0
44,Male,Graduate,Mid-career,118946,0.06,1308406,33012.56,10,8,Medium,Bullish,4.59,5.55,83.0,10.0,13.0,-6.0
22,Male,Undergraduate,Student,2366,0.36,30758,239.3,1,1,Medium,Bullish,6.21,2.12,22.0,44.0,20.0,14.0
47,Male,Graduate,Executive,794938,0.26,8744318,395969.67,4,7,Long,Bullish,5.56,2.72,48.0,30.0,10.0,12.0
57,Female,Postgraduate,Executive,766711,0.18,766711,178671.97,3,1,Medium,Bullish,7.38,5.1,20.0,45.0,20.0,15.0
70,Male,Postgraduate,Retired,24920,0.26,99680,5787.51,1,5,Long,Bullish,8.57,4.05,35.0,27.0,12.0,26.0
44,Male,Postgraduate,Business Owner,413163,0.04,2892141,135244.5,3,7,Medium,Bearish,7.18,7.22,25.0,25.0,11.0,39.0
39,Male,Doctorate,Mid-career,88740,0.13,532440,24514.99,8,6,Short,Bearish,4.09,6.77,44.0,36.0,16.0,4.0
22,Male,Graduate,Student,5503,0.46,88048,1666.07,6,1,Long,Bullish,5.74,2.55,31.0,41.0,19.0,9.0
38,Female,Doctorate,Mid-career,103494,0.01,827952,40822.38,4,2,Short,Neutral,8.7,4.81,26.0,43.0,17.0,14.0
21,Male,Graduate,Student,5866,0.46,17598,1305.09,2,3,Short,Bullish,4.17,4.37,30.0,44.0,18.0,8.0
20,Male,Graduate,Student,695,0.14,5560,141.56,1,2,Short,Neutral,4.98,7.51,29.0,46.0,19.0,6.0
51,Female,Postgraduate,Executive,509412,0.23,2547060,158126.52,3,8,Long,Bearish,4.02,7.02,72.0,11.0,19.0,-2.0
51,Male,Postgraduate,Senior Professional,148521,0.06,2524857,66139.78,4,4,Short,Bearish,4.75,4.24,21.0,61.0,14.0,4.0
39,Male,Doctorate,Mid-career,111864,0.02,2237280,33284.9,7,6,Long,Bullish,5.61,4.08,55.0,18.0,13.0,14.0
46,Male,Graduate,Senior Professional,206788,0.11,3928972,39481.77,10,3,Long,Bullish,7.68,7.03,22.0,44.0,10.0,24.0
24,Male,Postgraduate,Freelancer,74108,0.21,1333944,26076.59,9,2,Short,Neutral,8.78,6.48,13.0,56.0,10.0,21.0
38,Male,Graduate,Mid-career,84242,0.11,1684840,19432.71,3,10,Short,Neutral,4.52,6.71,51.0,7.0,13.0,29.0
59,Female,Graduate,Senior Professional,82663,0.06,1074619,13937.27,9,1,Medium,Bullish,7.8,6.64,32.0,45.0,15.0,8.0
46,Male,Graduate,Executive,314771,0.12,944313,56636.47,6,1,Short,Neutral,7.77,7.87,19.0,47.0,13.0,21.0
24,Male,Graduate,Freelancer,64284,0.27,64284,13328.93,4,5,Short,Neutral,6.42,2.65,38.0,39.0,18.0,5.0
32,Male,Doctorate,Mid-career,113358,0.19,566790,44207.97,3,10,Long,Neutral,6.99,5.52,72.0,9.0,12.0,7.0
43,Female,Postgraduate,Business Owner,298212,0.18,5964240,44816.77,8,4,Short,Neutral,5.2,6.85,29.0,58.0,20.0,-7.0
41,Female,Doctorate,Business Owner,365173,0.21,365173,70250.16,8,4,Medium,Bullish,4.73,2.51,23.0,50.0,14.0,13.0
33,Female,Postgraduate,Business Owner,282856,0.24,282856,139852.64,5,4,Short,Neutral,8.25,7.63,16.0,48.0,14.0,22.0
28,Female,Graduate,Entry-level,47918,0.08,814606,14633.91,5,4,Long,Bullish,5.94,3.37,25.0,46.0,16.0,13.0
25,Male,Postgraduate,Freelancer,32778,0.43,393336,13876.09,4,6,Long,Neutral,6.77,2.4,35.0,34.0,15.0,16.0
48,Female,Postgraduate,Senior Professional,205856,0.21,3499552,36825.21,6,10,Medium,Bullish,6.27,6.77,73.0,2.0,16.0,9.0
60,Male,Postgraduate,Senior Professional,121864,0.09,853048,50546.51,7,7,Medium,Bullish,4.98,6.83,50.0,33.0,20.0,-3.0
22,Male,Graduate,Student,1408,0.3,16896,519.08,5,2,Short,Bullish,5.33,5.7,33.0,50.0,19.0,-2.0
56,Female,Graduate,Senior Professional,87114,0.22,1568052,39074.72,9,4,Short,Bearish,7.97,6.91,6.0,61.0,14.0,19.0
50,Female,Postgraduate,Senior Professional,150977,0.05,1811724,37007.26,10,10,Short,Bearish,5.41,5.97,64.0,17.0,19.0,0.0
58,Female,Postgraduate,Senior Professional,148060,0.21,1480600,29163.96,5,4,Medium,Neutral,6.68,6.51,11.0,59.0,16.0,14.0
51,Male,Graduate,Executive,972051,0.18,4860255,390583.41,6,10,Short,Bearish,5.87,7.88,52.0,18.0,10.0,20.0
59,Male,Graduate,Senior Professional,156137,0.16,312274,48712.92,8,7,Short,Bullish,6.17,2.7,51.0,27.0,17.0,5.0
60,Male,Graduate,Executive,391987,0.15,2351922,168270.03,6,3,Short,Neutral,4.31,5.48,18.0,57.0,11.0,14.0
59,Female,Graduate,Executive,962553,0.27,2887659,233207.95,8,3,Long,Neutral,8.59,2.49,10.0,59.0,19.0,12.0
26,Female,Postgraduate,Entry-level,26801,0.38,536020,3706.74,6,3,Short,Bearish,6.75,7.94,14.0,55.0,16.0,15.0
31,Male,Graduate,Mid-career,94259,0.23,1696662,33795.99,10,6,Short,Bearish,7.21,4.38,31.0,36.0,15.0,18.0
46,Female,Postgraduate,Senior Professional,89409,0.02,357636,41171.1,10,2,Medium,Bullish,6.91,3.19,25.0,51.0,18.0,6.0
59,Female,Graduate,Executive,443523,0.22,5765799,157342.68,10,4,Long,Neutral,4.58,4.58,29.0,46.0,15.0,10.0
41,Male,Postgraduate,Business Owner,386612,0.2,4639344,77152.33,7,2,Long,Bullish,6.69,6.74,25.0,46.0,13.0,16.0
27,Male,Graduate,Freelancer,64896,0.08,259584,11722.01,3,3,Medium,Neutral,5.73,6.43,29.0,57.0,19.0,-5.0
47,Female,Postgraduate,Executive,375563,0.07,2628941,163346.09,7,2,Long,Neutral,6.29,3.89,13.0,54.0,14.0,19.0
38,Male,Postgraduate,Mid-career,102318,0.28,1739406,43931.29,8,6,Medium,Neutral,8.5,3.0,33.0,24.0,14.0,29.0
27,Female,Graduate,Entry-level,21668,0.28,260016,3481.69,6,5,Medium,Bullish,8.95,6.62,45.0,18.0,19.0,18.0
35,Male,Doctorate,Business Owner,453510,0.08,8616690,167870.42,3,6,Medium,Bullish,8.82,3.21,49.0,27.0,12.0,12.0
44,Female,Doctorate,Mid-career,104567,0.29,104567,16815.66,7,1,Medium,Bullish,7.11,7.17,22.0,40.0,13.0,25.0
35,Male,Graduate,Business Owner,284536,0.25,5690720,55763.51,7,6,Short,Bullish,5.03,7.42,51.0,33.0,15.0,1.0
26,Female,Graduate,Freelancer,34406,0.08,619308,7482.9,5,3,Short,Neutral,8.02,4.19,24.0,48.0,12.0,16.0
40,Male,Graduate,Mid-career,95991,0.04,1055901,31138.74,7,3,Medium,Bullish,8.16,5.6,27.0,44.0,15.0,14.0
30,Male,Graduate,Freelancer,82810,0.14,828100,14091.05,9,5,Medium,Bearish,6.49,7.02,39.0,31.0,13.0,17.0
27,Male,Postgraduate,Entry-level,23087,0.04,138522,8644.04,5,2,Long,Neutral,6.26,3.26,16.0,50.0,19.0,15.0
42,Female,Postgraduate,Mid-career,142616,0.13,2281856,47229.66,3,1,Long,Neutral,8.89,5.87,13.0,49.0,11.0,27.0
25,Female,Postgraduate,Entry-level,33708,0.23,573036,8329.87,1,7,Long,Neutral,4.04,3.61,31.0,29.0,14.0,26.0
56,Male,Postgraduate,Executive,573618,0.14,11472360,166000.58,6,2,Short,Bullish,4.06,5.83,30.0,41.0,20.0,9.0
40,Male,Doctorate,Mid-career,113626,0.04,1704390,17505.58,9,8,Medium,Neutral,5.27,7.62,62.0,14.0,18.0,6.0
40,Female,Doctorate,Business Owner,373675,0.06,4110425,111744.74,5,7,Long,Neutral,4.09,5.86,35.0,37.0,13.0,15.0
40,Male,Postgraduate,Mid-career,76854,0.26,614832,25347.32,8,7,Medium,Neutral,7.17,2.08,33.0,37.0,15.0,15.0
54,Male,Graduate,Senior Professional,164412,0.07,2795004,67202.41,4,5,Long,Neutral,5.67,3.55,34.0,34.0,16.0,16.0
28,Male,Postgraduate,Entry-level,20959,0.15,125754,6353.54,3,10,Medium,Bullish,7.1,7.76,61.0,0.0,19.0,20.0
25,Male,Graduate,Entry-level,38087,0.44,266609,6763.08,2,5,Short,Bullish,4.51,5.85,38.0,19.0,17.0,26.0
38,Female,Doctorate,Mid-career,135790,0.13,1629480,30693.84,6,6,Long,Neutral,4.61,3.38,32.0,24.0,18.0,26.0
26,Female,Postgraduate,Freelancer,81408,0.14,1221120,20976.78,3,9,Long,Bullish,4.71,5.86,77.0,2.0,10.0,11.0
55,Male,Graduate,Executive,885704,0.03,3542816,88932.48,3,9,Medium,Neutral,6.61,6.79,55.0,5.0,17.0,23.0
63,Female,Graduate,Retired,38277,0.03,459324,8209.44,6,7,Long,Neutral,4.46,6.96,32.0,33.0,20.0,15.0
28,Male,Graduate,Freelancer,75047,0.27,375235,25606.21,3,10,Long,Bullish,4.76,7.32,65.0,0.0,10.0,25.0
38,Male,Graduate,Mid-career,100162,0.02,1402268,29407.51,10,10,Medium,Neutral,4.98,3.65,56.0,8.0,13.0,23.0
19,Female,Graduate,Student,591,0.03,5910,147.13,6,1,Long,Neutral,5.56,7.71,16.0,48.0,16.0,20.0
55,Male,Postgraduate,Executive,423321,0.26,5503173,64344.22,8,3,Medium,Neutral,4.07,2.3,11.0,52.0,19.0,18.0
71,Male,Graduate,Retired,40861,0.36,735498,13490.09,5,2,Short,Neutral,6.15,5.69,21.0,57.0,20.0,2.0
27,Female,Graduate,Freelancer,34681,0.07,346810,9356.52,1,7,Long,Neutral,4.31,5.99,39.0,31.0,13.0,17.0
40,Male,Doctorate,Business Owner,476443,0.3,5240873,80083.8,6,5,Long,Neutral,7.88,6.71,43.0,33.0,17.0,7.0
51,Female,Postgraduate,Senior Professional,82248,0.1,740232,11362.35,8,7,Long,Bullish,4.16,6.6,54.0,23.0,10.0,13.0
27,Male,Postgraduate,Freelancer,42290,0.48,507480,5792.55,4,8,Long,Bearish,4.43,2.98,68.0,18.0,20.0,-6.0
51,Male,Postgraduate,Executive,466459,0.07,7929803,219091.96,7,6,Long,Neutral,6.66,7.4,38.0,40.0,10.0,12.0
23,Male,Postgraduate,Entry-level,22196,0.17,44392,5613.56,2,3,Medium,Bullish,7.38,5.9,18.0,44.0,17.0,21.0
48,Female,Postgraduate,Senior Professional,240455,0.06,3847280,40579.61,5,1,Medium,Bearish,6.58,7.44,19.0,64.0,12.0,5.0
56,Female,Graduate,Senior Professional,107727,0.09,754089,29140.9,7,4,Long,Neutral,6.74,3.61,26.0,42.0,20.0,12.0
